NAME,MODEL_NAME,NUMBER_OF_STATIONS,best_performance
04167000,SWAT_gwflow_MODEL_30m,1,0.6054794811887783
04166000,SWAT_gwflow_MODEL_30m,1,0.4802327824536247
04166300,SWAT_gwflow_MODEL_30m,1,0.4290889511105099
04161540,SWAT_gwflow_MODEL_30m,1,0.34010919766712194
04166100,SWAT_gwflow_MODEL_30m,2,0.2203654531077258
