NAME,NSE,MSE,PBIAS,RMSE,std,correlation,ensemble,scenario,cc_model
40700040102,-1.0435662902936045,22081.18553101031,0.2027904708484895,148.5973940922596,81.7909912220148,-0.2695432781147808,r1i1p1f1,historical,ACCESS-CM2
40700040102,-1.314700620509317,25010.85190775368,10.282766021600937,158.1481960306651,83.67911376750938,0.0103466545954078,r2i1p1f1,historical,ACCESS-CM2
40700040102,-0.0576230303184484,11427.85064778874,-0.7989556701920894,106.90112556839024,94.99915630885803,0.4276858028621028,r3i1p1f1,historical,ACCESS-CM2
40700040102,-0.5098505197365495,16314.268643374982,1.479249028432889,127.7273214444544,82.26108157013539,0.0824848286042725,r2i1p1f1,historical,ACCESS-ESM1-5
40700040102,-1.1612141320658291,23352.396469375413,1.1570843699511568,152.81490918550915,104.5081755814505,-0.070499164765107,r4i1p1f1,historical,ACCESS-ESM1-5
40700040102,-1.2276283548342022,24070.016828358534,-0.6712251257749302,155.14514761460808,114.253429336285,-0.007556496863807,r5i1p1f1,historical,ACCESS-ESM1-5
40700040102,-2.3927885371519624,36659.83017637957,-0.1942459170452059,191.4675695160399,121.55963293372498,-0.4382445756905542,r1i1p1f1,historical,AWI-CM-1-1-MR
40700040102,-1.1252956950560793,22964.289817115925,0.6821425985180709,151.53973016049594,117.10715641546784,0.0652058079044701,r2i1p1f1,historical,AWI-CM-1-1-MR
40700040102,-0.9010956227632518,20541.75847282928,3.1036225062360723,143.32396335864175,90.51335320312326,-0.0462997325660598,r3i1p1f1,historical,AWI-CM-1-1-MR
40700040102,-1.1781499036617893,23535.39122540434,2.7398826714321443,153.41248718863903,108.69345744395724,-0.0173340048146165,r4i1p1f1,historical,AWI-CM-1-1-MR
40700040102,-1.02879465525013,21921.574748849445,-6.727920705231511,148.05936224653084,106.10896087601115,0.1497566281987904,r5i1p1f1,historical,AWI-CM-1-1-MR
40700040102,-1.1328485069206455,23045.89961898751,3.53187300628783,151.80876002058483,81.16933709511385,-0.2833310100442217,r1i1p1f1,historical,CESM2-LENS
40700040102,-1.5113812099528183,27136.02915621302,-0.2321287496721871,164.73017075269794,104.03124028120756,-0.2545135693790203,r2i1p1f1,historical,CESM2-LENS
40700040102,-1.7225874828692538,29418.159625741835,-0.4548783326725949,171.5172283642137,91.60324948414254,-0.5359874794791474,r3i1p1f1,historical,CESM2-LENS
40700040102,-1.9532726888591283,31910.76427327197,-4.223384543378799,178.635842633196,108.82644478372175,-0.3543397795839724,r4i1p1f1,historical,CESM2-LENS
40700040102,-1.583969154704611,27920.357946031127,2.9744845754132068,167.0938596897897,100.4829307695985,-0.3063900254232919,r5i1p1f1,historical,CESM2-LENS
40700040102,-0.9325386387887682,20881.50721198773,0.6408988125995438,144.50435014901015,86.85120807924667,-0.1387053994321987,r6i1p1f1,historical,CESM2-LENS
