train_loss,val_loss,test_loss,sw_train_loss,sw_val_loss,sw_test_loss,out_channels,epochs,lr,weight_decay,distance_options_km,gw_gw_distance_threshold_km,gw_features,gnn_model,aggregation
2.195577383041382,2.3625223636627197,2.6693289279937744,265871.15625,266093.4375,197648.140625,48,1000,0.001,0.005,5.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
1.7252036333084106,2.03364297747612,2.56720107793808,230434.1015625,230524.1875,171041.7109375,48,1000,0.001,0.005,5.0,1.0,SWL_DEM,GatedEdgePReLUGNN,sum
0.7708442211151123,0.983079195022583,0.9993968605995178,232866.171875,232940.65625,173095.171875,32,1000,0.001,0.005,7.5,2.5,SWL_DEM,GatedEdgePReLUGNN,sum
0.21936210989952087,0.9750733971595764,0.49048350751399994,256413.0859375,256164.6015625,190605.9375,48,1000,0.001,0.005,7.5,2.5,SWL_DEM,GatedEdgePReLUGNN,mean
0.7427606582641602,1.1271706819534302,1.5871039628982544,292328.0625,292128.90625,217272.90625,32,1000,0.001,0.005,5.0,5.0,SWL_DEM,GatedEdgePReLUGNN,sum
0.7746312618255615,0.5831637978553772,2.374827027320862,256351.890625,256474.484375,190487.234375,48,1000,0.001,0.005,5.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,max
1.153542399406433,1.6741628646850586,1.5059409141540527,241672.4765625,241380.2265625,179655.0078125,48,1000,0.001,0.005,5.0,2.5,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
0.5110920518636703,1.3429322838783264,1.533471405506134,248915.4375,248538.109375,185137.5625,32,1000,0.001,0.005,5.0,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
0.22474434971809387,0.5751028656959534,0.2888670265674591,249296.703125,249155.6875,185295.046875,16,1000,0.001,0.005,7.5,2.5,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.21056660264730453,0.41391056776046753,2.0934250354766846,239970.328125,239672.8984375,178475.1796875,32,1000,0.001,0.005,7.5,2.5,SWL_DEM_lithological,GatedEdgePReLUGNN,max
3.5047073364257812,3.346860647201538,3.6691458225250244,253189.21875,254971.03125,187725.515625,48,1000,0.001,0.005,7.5,5.0,DEM,GatedEdgePReLUGNN,sum
0.43100181967020035,1.0013388693332672,1.5026661306619644,253846.4296875,253978.8046875,188976.40625,16,1000,0.001,0.005,7.5,1.0,SWL_DEM,GatedEdgePReLUGNN,sum
0.44506485760211945,0.6927778422832489,0.5631597936153412,252717.1875,252545.046875,187939.0546875,48,1000,0.001,0.005,5.0,5.0,SWL_DEM,GatedEdgePReLUGNN,mean
0.6952598989009857,0.5731340050697327,1.2000003457069397,215289.109375,215207.0546875,159767.921875,32,1000,0.001,0.005,10.0,1.0,SWL_DEM,GatedEdgePReLUGNN,sum
1.7254947423934937,2.7530970573425293,1.9193682670593262,225147.96875,223827.578125,168176.109375,48,1000,0.001,0.005,5.0,5.0,SWL_DEM,GatedEdgePReLUGNN,sum
0.4809882640838623,0.762607991695404,0.6436848044395447,250824.6875,250681.921875,186514.859375,32,1000,0.001,0.005,10.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.41200366616249084,0.38624903559684753,2.3836276531219482,247834.625,248487.15625,184257.09375,32,1000,0.001,0.005,7.5,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,max
1.2314404845237732,1.0565477013587952,2.2952715158462524,301332.765625,301168.609375,224091.453125,32,1000,0.001,0.005,5.0,2.5,SWL_DEM,GatedEdgePReLUGNN,max
0.20462772995233536,0.9251610636711121,0.4276813715696335,250322.203125,250142.3671875,186091.046875,32,1000,0.001,0.005,5.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.2859421670436859,0.9163786470890045,0.7332929074764252,248509.0390625,248260.1328125,184744.609375,48,1000,0.001,0.005,7.5,5.0,DEM,GatedEdgePReLUGNN,mean
2.0505406856536865,2.092366933822632,2.9191596508026123,251543.09375,251909.046875,186520.078125,48,1000,0.001,0.005,7.5,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,max
0.830825686454773,0.5897466540336609,2.919814348220825,217467.0,217325.421875,161513.953125,32,1000,0.001,0.005,7.5,5.0,DEM,GatedEdgePReLUGNN,max
0.6563777327537537,1.8551909923553467,0.762755274772644,248790.296875,249536.34375,185207.296875,32,1000,0.001,0.005,7.5,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
0.4255733788013458,0.5790742337703705,1.5152543187141418,247228.9921875,246655.671875,183812.0,16,1000,0.001,0.005,10.0,5.0,DEM,GatedEdgePReLUGNN,max
0.5313764065504074,2.724517345428467,1.414265513420105,256913.3828125,256451.78125,190955.734375,16,1000,0.001,0.005,7.5,5.0,SWL_DEM,GatedEdgePReLUGNN,sum
10.211064338684082,13.110637664794922,9.068290710449219,268694.3125,268448.59375,199305.171875,48,1000,0.001,0.005,5.0,5.0,DEM,GatedEdgePReLUGNN,sum
0.09463826566934586,0.5047994256019592,0.3909974843263626,252607.90625,252447.3828125,187784.1328125,48,1000,0.001,0.005,5.0,1.0,SWL_DEM,GatedEdgePReLUGNN,mean
0.13561157882213593,0.3247619569301605,0.34702762961387634,249796.5625,249710.84375,185664.71875,32,1000,0.001,0.005,5.0,1.0,DEM,GatedEdgePReLUGNN,mean
0.8296439051628113,1.2416685819625854,1.1333632469177246,247907.453125,247516.640625,184330.65625,48,1000,0.001,0.005,10.0,5.0,DEM,GatedEdgePReLUGNN,mean
1.122513771057129,1.326055645942688,0.9463629722595215,326511.15625,325581.625,242818.03125,48,1000,0.001,0.005,10.0,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
1.8168703019618988,2.997171461582184,1.8337751030921936,200708.921875,200196.0703125,149347.1015625,48,1000,0.001,0.005,7.5,5.0,SWL_DEM,GatedEdgePReLUGNN,sum
0.5621092319488525,0.3923715353012085,1.0946217775344849,251414.859375,252016.921875,186317.671875,16,1000,0.001,0.005,10.0,1.0,SWL_DEM,GatedEdgePReLUGNN,max
0.16770797967910767,0.5348374843597412,0.5851245522499084,253371.3125,253240.421875,188369.796875,16,1000,0.001,0.005,10.0,1.0,DEM,GatedEdgePReLUGNN,mean
0.2896052449941635,0.22706253081560135,1.5619723796844482,287092.96875,286744.03125,213707.46875,32,1000,0.001,0.005,10.0,1.0,DEM,GatedEdgePReLUGNN,max
0.20869912207126617,0.7800846695899963,0.5260564982891083,252305.265625,252238.734375,187485.828125,48,1000,0.001,0.005,10.0,2.5,SWL_DEM,GatedEdgePReLUGNN,mean
0.33684176206588745,0.5954424440860748,0.7021732926368713,248243.78125,248122.375,184575.9921875,16,1000,0.001,0.005,7.5,5.0,DEM,GatedEdgePReLUGNN,mean
0.6473139524459839,0.3698703348636627,2.117213487625122,223897.5,224112.890625,166067.765625,48,1000,0.001,0.005,10.0,2.5,SWL_DEM_lithological,GatedEdgePReLUGNN,max
0.5931341350078583,1.8729053437709808,1.2109651267528534,305899.328125,305821.921875,227286.21875,16,1000,0.001,0.005,7.5,2.5,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
0.2114778533577919,1.2699590623378754,0.45169779658317566,248342.5859375,248168.9296875,184575.25,48,1000,0.001,0.005,10.0,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.2180146425962448,0.5458903312683105,0.8856402039527893,247724.109375,247486.140625,184179.515625,32,1000,0.001,0.005,10.0,5.0,DEM,GatedEdgePReLUGNN,mean
0.7159180045127869,1.0218567848205566,2.52740216255188,251750.734375,252030.109375,186655.0,32,1000,0.001,0.005,10.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,max
0.35550130158662796,1.1374949216842651,0.6734431385993958,256574.5,256388.765625,190714.2734375,48,1000,0.001,0.005,5.0,2.5,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.08997631072998047,0.7364098131656647,0.30451951920986176,252302.9609375,252250.609375,187414.734375,16,1000,0.001,0.005,7.5,1.0,SWL_DEM,GatedEdgePReLUGNN,mean
0.4257977306842804,1.06928351521492,0.6902689933776855,247282.8359375,247210.2734375,183775.6796875,16,1000,0.001,0.005,7.5,5.0,SWL_DEM,GatedEdgePReLUGNN,mean
3.6734631061553955,4.058220863342285,5.277563571929932,214940.859375,214806.34375,159668.078125,48,1000,0.001,0.005,10.0,5.0,DEM,GatedEdgePReLUGNN,max
0.4467212110757828,1.4862313270568848,0.9725604355335236,252802.2109375,252755.7421875,187908.6484375,32,1000,0.001,0.005,10.0,2.5,SWL_DEM,GatedEdgePReLUGNN,mean
0.5389929413795471,0.7510629892349243,1.1778486967086792,221574.34375,222309.96875,164755.375,48,1000,0.001,0.005,5.0,5.0,DEM,GatedEdgePReLUGNN,max
0.15516182780265808,0.46694085001945496,0.5540904402732849,249084.609375,248936.265625,185139.171875,16,1000,0.001,0.005,10.0,2.5,SWL_DEM,GatedEdgePReLUGNN,mean
0.10453535988926888,0.7946242690086365,0.5625937432050705,248389.6640625,248233.0,184678.5625,48,1000,0.001,0.005,7.5,2.5,DEM,GatedEdgePReLUGNN,mean
0.22792929410934448,1.7153903245925903,0.31587129831314087,250961.3125,249791.53125,186097.359375,16,1000,0.001,0.005,10.0,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
0.3232731223106384,0.411464661359787,2.3155360221862793,238990.78125,238878.375,177369.046875,32,1000,0.001,0.005,5.0,2.5,SWL_DEM_lithological,GatedEdgePReLUGNN,max
0.306323379278183,0.7300267815589905,0.7364727258682251,313014.28125,311711.65625,233400.703125,16,1000,0.001,0.005,10.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
0.1203753612935543,0.489111989736557,0.30971744656562805,247048.640625,246928.6328125,183660.1015625,32,1000,0.001,0.005,7.5,1.0,SWL_DEM,GatedEdgePReLUGNN,mean
1.0208762884140015,0.8123591244220734,2.513783812522888,243716.21875,243516.2421875,181310.1328125,32,1000,0.001,0.005,7.5,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,max
0.28713467717170715,0.23107334971427917,1.0685261487960815,265008.625,265515.46875,197123.265625,48,1000,0.001,0.005,7.5,1.0,DEM,GatedEdgePReLUGNN,max
0.4886055439710617,0.6704910695552826,2.642963409423828,254929.546875,255084.4765625,189455.3828125,48,1000,0.001,0.005,7.5,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,max
0.19039195030927658,0.7667391002178192,0.9969508647918701,293626.0859375,293121.65625,218166.6171875,16,1000,0.001,0.005,10.0,2.5,SWL_DEM,GatedEdgePReLUGNN,sum
1.2503021359443665,2.2025738954544067,1.5463953614234924,180845.91015625,180424.4765625,134532.21484375,16,1000,0.001,0.005,7.5,2.5,DEM,GatedEdgePReLUGNN,sum
0.5569747686386108,1.3959968090057373,2.051811933517456,268295.59375,268132.6875,199703.953125,16,1000,0.001,0.005,10.0,5.0,DEM,GatedEdgePReLUGNN,sum
0.31816285848617554,0.34060701727867126,1.1715722680091858,244581.7578125,244328.4765625,182342.6171875,48,1000,0.001,0.005,7.5,2.5,SWL_DEM,GatedEdgePReLUGNN,max
,,,,,,48,1000,0.001,0.005,10.0,5.0,DEM,GatedEdgePReLUGNN,sum
0.4725740849971771,3.531980514526367,1.800819754600525,249304.828125,249166.0,185311.921875,16,1000,0.001,0.005,10.0,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.707001268863678,0.782099723815918,0.890074610710144,304426.21875,305904.3125,226092.328125,32,1000,0.001,0.005,10.0,5.0,DEM,GatedEdgePReLUGNN,sum
0.13367189466953278,0.37780505418777466,0.27688296139240265,250782.7265625,250576.6328125,186440.953125,32,1000,0.001,0.005,7.5,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
1.9348840117454529,2.154420852661133,2.236736238002777,281602.59375,281369.296875,209166.453125,48,1000,0.001,0.005,10.0,2.5,DEM,GatedEdgePReLUGNN,sum
0.12415649741888046,0.514432966709137,0.4338110387325287,248585.234375,248423.640625,184807.3125,16,1000,0.001,0.005,7.5,2.5,SWL_DEM,GatedEdgePReLUGNN,mean
1.1178113222122192,1.9544191360473633,1.5145995020866394,219141.359375,218225.59375,163118.8203125,16,1000,0.001,0.005,10.0,1.0,DEM,GatedEdgePReLUGNN,sum
0.17016415297985077,1.062019944190979,0.9764670729637146,252849.375,252643.578125,187953.203125,16,1000,0.001,0.005,5.0,2.5,SWL_DEM,GatedEdgePReLUGNN,mean
0.7370756566524506,0.5645608901977539,1.657700777053833,246215.171875,245250.3125,183371.4140625,32,1000,0.001,0.005,5.0,2.5,DEM,GatedEdgePReLUGNN,max
0.39291708171367645,1.8994628190994263,0.8522597849369049,247850.6796875,247651.4375,184114.3125,16,1000,0.001,0.005,10.0,5.0,DEM,GatedEdgePReLUGNN,mean
0.35159921646118164,0.82729172706604,0.9389491677284241,220746.4375,220369.546875,164184.40625,16,1000,0.001,0.005,5.0,1.0,DEM,GatedEdgePReLUGNN,sum
0.2601160332560539,0.7438214719295502,0.8933551609516144,252015.421875,251858.6796875,187300.125,16,1000,0.001,0.005,10.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
1.5059608817100525,1.8510783314704895,2.2648239135742188,316410.7734375,315412.25,235391.453125,32,1000,0.001,0.005,5.0,2.5,SWL_DEM,GatedEdgePReLUGNN,sum
0.19385823607444763,1.1954566836357117,0.8513901829719543,239457.21875,238821.7578125,178213.359375,32,1000,0.001,0.005,5.0,2.5,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
0.2872479408979416,0.812298133969307,0.9019525647163391,244476.1328125,244387.828125,181605.6875,16,1000,0.001,0.005,10.0,2.5,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.2909976840019226,0.3836151361465454,1.323422908782959,255876.234375,255642.734375,190056.453125,16,1000,0.001,0.005,7.5,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,max
0.15101805329322815,0.6378989815711975,0.2437557578086853,251365.03125,251150.0,186787.171875,16,1000,0.001,0.005,7.5,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.5729661881923676,0.4633246660232544,0.987322598695755,290560.421875,290323.75,215951.7578125,32,1000,0.001,0.005,7.5,5.0,DEM,GatedEdgePReLUGNN,sum
0.10453429073095322,0.5053312331438065,0.5644623935222626,251408.578125,251172.7421875,186928.671875,32,1000,0.001,0.005,7.5,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.18951310217380524,0.584222674369812,0.33748476207256317,250479.2578125,250380.0,186105.8828125,32,1000,0.001,0.005,5.0,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.6284131854772568,0.48033156991004944,2.0413501858711243,271669.0546875,271631.1015625,201887.9140625,16,1000,0.001,0.005,5.0,5.0,DEM,GatedEdgePReLUGNN,max
0.4775253236293793,0.5237607359886169,0.5479292273521423,221519.9375,221807.84375,164274.03125,16,1000,0.001,0.005,7.5,5.0,SWL_DEM,GatedEdgePReLUGNN,max
0.8472971618175507,1.3587326407432556,1.28875732421875,235417.4375,235228.21875,175136.1953125,48,1000,0.001,0.005,10.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
0.25415468215942383,0.6409359574317932,0.3824297785758972,251704.65625,251555.796875,187071.828125,32,1000,0.001,0.005,10.0,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.3212589733302593,0.8356111943721771,0.6297892481088638,257831.75,257628.703125,191729.3203125,48,1000,0.001,0.005,5.0,2.5,DEM,GatedEdgePReLUGNN,mean
0.15378528833389282,0.7635591626167297,0.694702684879303,246241.0625,246107.421875,183080.734375,32,1000,0.001,0.005,10.0,1.0,DEM,GatedEdgePReLUGNN,mean
0.10751940310001373,0.2921174168586731,0.20460690557956696,250537.71875,250383.453125,186174.546875,48,1000,0.001,0.005,7.5,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.35060419142246246,0.3077680319547653,1.485191822052002,233020.734375,232542.515625,173335.078125,16,1000,0.001,0.005,7.5,2.5,DEM,GatedEdgePReLUGNN,max
0.3876814991235733,1.6437280774116516,0.9796684682369232,250159.25,250020.6328125,185888.03125,32,1000,0.001,0.005,7.5,2.5,SWL_DEM_lithological,GatedEdgePReLUGNN,mean
0.5324013233184814,0.6528162360191345,1.371402621269226,254902.890625,255912.03125,189390.328125,48,1000,0.001,0.005,5.0,2.5,DEM,GatedEdgePReLUGNN,sum
0.4112013429403305,0.8007748126983643,0.8292471021413803,258168.7109375,258712.4609375,191953.6015625,32,1000,0.001,0.005,7.5,2.5,DEM,GatedEdgePReLUGNN,sum
0.4867539554834366,0.2897782549262047,2.877283453941345,261577.0390625,261273.6328125,195070.578125,16,1000,0.001,0.005,10.0,2.5,SWL_DEM,GatedEdgePReLUGNN,max
0.35267598927021027,0.30329229682683945,1.2094902992248535,313466.53125,313380.921875,233055.453125,32,1000,0.001,0.005,7.5,5.0,SWL_DEM,GatedEdgePReLUGNN,max
0.619269847869873,0.7813535332679749,2.3346762657165527,237564.765625,237295.421875,176648.859375,16,1000,0.001,0.005,5.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,max
0.09548468887805939,0.29809367656707764,0.16982191801071167,251495.640625,251348.796875,186985.078125,16,1000,0.001,0.005,10.0,1.0,SWL_DEM,GatedEdgePReLUGNN,mean
1.049485683441162,1.3829572200775146,1.016476035118103,257852.296875,257510.8125,191791.546875,32,1000,0.001,0.005,5.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
1.8024077415466309,2.863205671310425,2.8442986011505127,227629.15625,228009.53125,168753.78125,16,1000,0.001,0.005,10.0,5.0,SWL_DEM,GatedEdgePReLUGNN,sum
0.28385040163993835,1.0981700420379639,1.200589656829834,294363.75,294116.25,218800.78125,16,1000,0.001,0.005,5.0,2.5,DEM,GatedEdgePReLUGNN,sum
0.4127787947654724,0.3707926571369171,1.9848235249519348,250535.46875,250075.71875,186483.9765625,32,1000,0.001,0.005,7.5,2.5,SWL_DEM,GatedEdgePReLUGNN,max
0.6075171530246735,1.6077733635902405,1.9907442927360535,266014.2890625,265669.5234375,197679.296875,16,1000,0.001,0.005,7.5,2.5,SWL_DEM,GatedEdgePReLUGNN,sum
0.40621936321258545,0.29141245782375336,2.2934001684188843,268907.1953125,268977.5078125,199817.765625,48,1000,0.001,0.005,7.5,1.0,SWL_DEM,GatedEdgePReLUGNN,max
1.3409678936004639,2.38083553314209,1.1487425565719604,224569.703125,224239.546875,166792.25,48,1000,0.001,0.005,5.0,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
0.526586726307869,0.37535732239484787,1.8303835988044739,253118.2109375,253136.828125,188049.5546875,48,1000,0.001,0.005,10.0,1.0,DEM,GatedEdgePReLUGNN,max
0.06563105434179306,0.7645957469940186,0.7601315379142761,256829.609375,256603.3125,190877.8125,32,1000,0.001,0.005,5.0,5.0,DEM,GatedEdgePReLUGNN,mean
0.2878401577472687,0.6830393075942993,0.6780569553375244,252448.0,252262.953125,187498.59375,16,1000,0.001,0.005,10.0,2.5,DEM,GatedEdgePReLUGNN,mean
0.6759487390518188,1.8422960042953491,1.3265925645828247,255576.71875,254863.5546875,190026.8359375,16,1000,0.001,0.005,5.0,2.5,SWL_DEM_lithological,GatedEdgePReLUGNN,sum
0.10524992644786835,0.7102062106132507,0.44320881366729736,248866.140625,248900.1875,184927.421875,48,1000,0.001,0.005,5.0,2.5,SWL_DEM,GatedEdgePReLUGNN,mean
1.0451243817806244,0.9394702017307281,2.260409355163574,255973.0546875,255872.8125,190413.84375,48,1000,0.001,0.005,10.0,5.0,SWL_DEM,GatedEdgePReLUGNN,max
,,,,,,16,1000,0.001,0.005,10.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,max
2.301393285393715,3.5326966047286987,3.386773943901062,223239.921875,223369.203125,165768.3515625,48,1000,0.001,0.005,7.5,2.5,SWL_DEM,GatedEdgePReLUGNN,sum
0.7356129884719849,1.52829909324646,1.3101181983947754,284404.46875,283510.0,211681.703125,16,1000,0.001,0.005,5.0,2.5,SWL_DEM,GatedEdgePReLUGNN,sum
0.6396876871585846,0.4213748127222061,2.6827250123023987,217658.0703125,217851.5546875,161772.4453125,48,1000,0.001,0.005,5.0,1.0,SWL_DEM,GatedEdgePReLUGNN,max
1.0927513539791107,1.0958899855613708,1.3425827622413635,200709.921875,201191.234375,148962.5234375,32,1000,0.001,0.005,7.5,1.0,SWL_DEM,GatedEdgePReLUGNN,sum
0.3335658311843872,0.6939843893051147,0.5918620228767395,251156.65625,251040.53125,186652.609375,48,1000,0.001,0.005,10.0,1.0,SWL_DEM,GatedEdgePReLUGNN,mean
0.24098393321037292,0.6007340997457504,0.5598825216293335,252784.3984375,252601.5,187898.0390625,48,1000,0.001,0.005,7.5,5.0,SWL_DEM,GatedEdgePReLUGNN,mean
2.2108007222414017,2.2537927627563477,4.290152907371521,220227.1796875,220083.9453125,163491.6796875,48,1000,0.001,0.005,10.0,5.0,SWL_DEM_lithological,GatedEdgePReLUGNN,max
0.7437776923179626,0.9175253212451935,1.3854073882102966,280660.0625,280517.078125,208778.8359375,32,1000,0.001,0.005,5.0,5.0,DEM,GatedEdgePReLUGNN,sum
0.6541106849908829,0.799382209777832,2.7778525352478027,259902.75,259806.21875,193158.953125,48,1000,0.001,0.005,5.0,1.0,SWL_DEM_lithological,GatedEdgePReLUGNN,max
0.11399242281913757,0.4638761579990387,0.3558449447154999,256737.0625,256641.1875,190873.375,32,1000,0.001,0.005,5.0,1.0,SWL_DEM,GatedEdgePReLUGNN,mean
