Cluster,NAME,HRU_Count,Total_Area,percent_urban_landuse,percent_agriculture_landuse,percent_wetland_landuse,percent_forest_landuse,rivers_length,n_rivers,total_Lake_area_sqkm,average_lake_area_sqkm,number_of_lakes,NUMBER_OF_STATIONS,best_performance,Count
0,4125996.882352941,11503.35294117647,53220.43970588235,11.903424654824178,45.13180247346471,17.502442464987563,25.462330406723545,419071.639265,390.3235294117647,4.712058823529412,0.2885294117647059,24.558823529411764,1.1176470588235294,0.5617122812909212,34
1,4135574.6666666665,27950.944444444445,206813.49944444446,11.4121150844353,39.854640958433876,18.479124751190298,30.254119205940526,1587392.796666111,1766.8333333333333,23.613529411764706,0.4982352941176471,59.23529411764706,2.2222222222222223,0.5841032457552242,18
2,4164656.6666666665,10142.166666666666,23524.468333333334,79.57941524969478,3.672763199805923,7.948289569196915,8.799531981302376,254627.0688583333,690.0,8.566666666666666,0.11166666666666665,60.166666666666664,1.1666666666666667,0.4021730616906111,6
